2.0,1.0,1.0,0.0,-0.02777777777777779,0.046296296296296294,0.0049418604651162434,1,0.0,-0.025000000000000022,0.05123815676141252,-44.0,0,-1.0,0.0,-19.0,WinAway
1.0,3.0,-2.0,-0.13986013986013987,0.04326923076923084,-0.005268703898840876,-0.012844361768092782,-1,-3.0,1.0,-0.018113065666933714,51.0,0,-2.0,3.0,-20.0,WinAway
-2.0,-3.0,1.0,-0.1,0.0505050505050505,-0.027822364901016583,-0.0035714285714285587,0,2.0,0.0,-0.0313937934724452,22.0,0,-20.0,13.0,-8.0,WinHome
4.0,8.0,-4.0,0.15789473684210525,-0.07575757575757569,0.07020246478873239,-0.06211015262110153,-1,-4.0,0.5,0.008092312167630844,-4.0,0,-28.0,-3.0,20.0,WinAway
-3.0,-2.0,-1.0,0.12987012987012986,0.19480519480519476,-0.03925981495373843,-0.006467508469356398,0,-1.0,0.5,-0.04572732342309482,18.0,0,-1.0,-8.0,5.0,WinHome
-1.0,-1.0,0.0,0.11428571428571432,0.05384615384615388,-0.012697139802191934,0.01969696969696977,0,-1.0,0.5,0.006999829894777765,61.0,0,-3.0,16.0,38.0,WinAway
2.0,1.0,1.0,0.23076923076923078,0.2727272727272727,-0.007417929292929296,0.002680032021161849,1,-1.0,0.7916666666666667,-0.004737897271767544,63.0,0,-7.0,7.0,44.0,WinHome
7.0,-1.0,8.0,0.3076923076923077,0.18333333333333335,0.07618393960192175,-0.00963718820861681,3.0,4.0,1.5750000000000002,0.06654675139330513,-2.0,0,11.0,-6.0,25.0,WinAway
-3.0,-5.0,2.0,0.2,0.2142857142857143,-0.032175032175032175,0.02559708093763824,1,-1.0,6.6,-0.00657795123739402,3.0,0,-5.0,-7.0,32.0,WinAway
0.0,4.0,-4.0,0.16666666666666669,-0.33333333333333326,-0.03176470588235293,-0.05081826012058566,-1,-2.0,0.33333333333333337,-0.08258296600293857,52.0,1,-13.0,22.0,18.0,WinHome
5.0,-6.0,11.0,0.2102272727272727,0.2666666666666666,0.048051948051948054,0.02960526315789469,2,6.0,2.238095238095238,0.07765721120984281,17.0,0,-8.0,28.0,10.0,WinHome
-6.0,-2.0,-4.0,-0.022624434389140274,0.04040404040404033,-0.05749746707193516,0.005847953216374213,-2,-6.0,0.8,-0.051649513855560936,-20.0,0,-4.0,-39.0,-49.0,WinHome
7.0,-7.0,14.0,0.3333333333333333,-0.08333333333333326,0.1164095371669004,0.03907056798623065,3.0,8.0,3.0,0.15548010515313115,-48.0,1,-14.0,-15.0,-13.0,WinAway
3.0,-4.0,7.0,-0.046218487394957986,0.15865384615384615,0.008269720101781175,-0.008862948551664473,1,5.0,-0.125,-0.0005932284498834095,42.0,0,-8.0,38.0,13.0,WinHome
0.0,9.0,-9.0,-0.011904761904761918,0.06766917293233088,0.03113485630066322,-0.047971472784767544,-2,-7.0,-0.6111111111111112,-0.016836616484104394,-20.0,0,-16.0,-8.0,32.0,WinAway
2.0,1.0,1.0,-0.07500000000000001,-0.05833333333333335,0.000842105263157894,0.009933217352264379,-1,1.0,-0.5,0.010775322615422356,46.0,0,21.0,33.0,33.0,WinHome
3.0,-1.0,4.0,0.1285714285714286,0.08333333333333337,-0.0018260869565217414,-0.0034663111475745634,3,2.0,1.8000000000000003,-0.005292398104096208,19.0,0,-11.0,15.0,49.0,WinHome
-2.0,-2.0,0.0,-0.075,-0.06052631578947365,-0.007643735460285808,0.020497281882185137,0,0.0,-1.0714285714285714,0.012853546421899398,-40.0,-1,10.0,-49.0,3.0,WinHome
3.0,0.0,3.0,0.0,-0.10576923076923084,0.04625374625374626,-0.0007331992626110617,2,4.0,0.4821428571428571,0.04552054699113517,-27.0,-1,18.0,-26.0,-35.0,WinHome
4.0,3.0,1.0,-0.2222222222222222,-0.037815126050420145,0.02837049948909058,-0.013239449457661201,0,0.0,-0.5,0.015131050031429338,11.0,-1,9.0,-43.0,-14.0,WinHome
4.0,4.0,0.0,0.0,-0.18333333333333335,0.02612781954887218,-0.022700733336447287,0,0.0,-0.3095238095238095,0.0034270862124249346,19.0,-1,-4.0,-2.0,11.0,WinHome
1.0,2.0,-1.0,-0.0854700854700855,-0.16386554621848748,0.020784198113207544,0.0012654223347041693,0,-1.0,-1.6666666666666665,0.0220496204479117,-51.0,-1,-7.0,-1.0,0.0,WinAway
9.0,0.0,9.0,0.0625,-0.04761904761904767,0.056410256410256404,-0.01339394431366181,-2,2.0,0.4821428571428572,0.04301631209659462,35.0,0,15.0,-8.0,6.0,WinAway
5.0,-1.0,6.0,-0.13690476190476192,-0.21078431372549022,0.011125945705384957,-0.017376989207975146,1,2.0,-0.33333333333333304,-0.006251043502590203,34.0,0,-16.0,-11.0,-35.0,WinHome
-5.0,-1.0,-4.0,0.0,-0.01904761904761909,-0.024999999999999994,-0.015032377428307209,-1,-1.0,-0.3555555555555556,-0.04003237742830723,-32.0,0,-18.0,-14.0,-16.0,WinAway
-2.0,1.0,-3.0,-0.11212814645308924,0.10962566844919786,-0.03437913210722442,-0.010841836734693855,-1,-3.0,-0.3666666666666667,-0.045220968841918285,47.0,0,-12.0,42.0,30.0,WinHome
-2.0,2.0,-4.0,-0.1212121212121212,0.06418219461697727,0.0036135326798861778,-0.0001887606514938689,1,-2.0,-0.22077922077922074,0.00342477202839242,-55.0,0,-10.0,-37.0,8.0,WinHome
7.0,-4.0,11.0,-0.003676470588235295,-0.11764705882352944,0.06729484095161722,0.0068482242395285775,4,9.0,0.4747474747474748,0.07414306519114588,1.0,0,15.0,-26.0,-2.0,WinHome
0.0,9.0,-9.0,-0.05476190476190476,-0.18571428571428572,0.012193946404472716,-0.021183444825148223,-1,-6.0,-1.5238095238095237,-0.008989498420675535,-43.0,0,0.0,-25.0,-8.0,WinHome
8.0,-5.0,13.0,0.024999999999999994,-0.013636363636363669,0.0474180734856008,0.02764535080018915,2,8.0,-0.6904761904761904,0.07506342428578983,-18.0,0,43.0,-66.0,-25.0,WinHome
3.0,5.0,-2.0,0.08333333333333334,-0.07222222222222219,0.02496044101883517,-0.012873931623931578,1,-1.0,0.04999999999999999,0.012086509394903522,-28.0,0,5.0,-16.0,-29.0,WinAway
-2.0,1.0,-3.0,-0.09166666666666665,-0.033333333333333326,-0.022041553748870818,-0.007371070146527159,0,-2.0,-1.0,-0.029412623895397894,-40.0,0,-3.0,-63.0,-38.0,WinAway
-5.0,-2.0,-3.0,-0.07777777777777778,0.0,-0.030833333333333338,-0.008326155612977337,-4,-8.0,1.1666666666666667,-0.039159488946310717,1.0,2,1.0,-45.0,-47.0,WinHome
2.0,0.0,2.0,-0.004830917874396129,-0.208237986270023,0.024014336917562717,-0.014895242252291552,-3,-1.0,-0.8,0.009119094665271166,-42.0,2,-34.0,35.0,-10.0,WinHome
