id,timestamp,team1Name,team2Name,score,referees,linesmen,coachTeam1,coachTeam2,shotsPeriod1Team1,shotsPeriod1Team2,shotsPeriod2Team1,shotsPeriod2Team2,shotsPeriod3Team1,shotsPeriod3Team2,shotsOnGoalPeriod1Team1,shotsOnGoalPeriod1Team2,shotsOnGoalPeriod2Team1,shotsOnGoalPeriod2Team2,shotsOnGoalPeriod3Team1,shotsOnGoalPeriod3Team2,shotsOnGoalOvertimeTeam1,shotsOnGoalOvertimeTeam2,blockedShotsPeriod1Team1,blockedShotsPeriod1Team2,blockedShotsPeriod2Team1,blockedShotsPeriod2Team2,blockedShotsPeriod3Team1,blockedShotsPeriod3Team2,hitsPeriod1Team1,hitsPeriod1Team2,hitsPeriod2Team1,hitsPeriod2Team2,hitsPeriod3Team1,hitsPeriod3Team2,faceoffsWonPeriod1Team1,faceoffsWonPeriod1Team2,faceoffsWonPeriod2Team1,faceoffsWonPeriod2Team2,faceoffsWonPeriod3Team1,faceoffsWonPeriod3Team2,powerplayTimesTeam1,powerplayTimesTeam2,powerplayScoredTimesTeam1,powerplayScoredTimesTeam2,penaltykillTimesTeam1,penaltykillTimesTeam2,penaltykillAgainstTimesTeam1,penaltykillAgainstTimesTeam2,scored5vs5Team1,scored5vs5Team2,against5vs5Team1,against5vs5Team2,url
26,28.08.2015,Динамо Мск,Металлург Нк,1:1 1:1 2:1,"Главные судьи: Денис Бондарь, Виктор Гашилов","Линейные судьи: Дмитрий Голяк, Иван Дедюля",Тренер: Харийс Витолиньш,Тренер: Николай Соловьёв,24.0,14.0,15.0,20.0,26.0,15.0,11,5,11,14,17,9,0.0,0.0,7,5,8,2,6,2,5,8,3,4,1,2,12.0,10.0,14.0,12.0,9.0,9.0,6,4,2,1,4,6,1,2,2,2,2,2,http://www.khl.ru/game/309/45926/protocol/
31,29.08.2015,СКА,Торпедо,1:2 0:0 0:1,"Главные судьи: Роман Гофман, Алексей Раводин","Линейные судьи: Эдуард Метальников, Александр Сироткин",Тренер: Андрей Назаров,Тренер: Петерис Скудра,12.0,20.0,17.0,12.0,18.0,10.0,8,12,11,8,11,9,0.0,0.0,5,1,1,2,0,2,4,4,5,2,3,1,6.0,17.0,4.0,16.0,8.0,9.0,5,7,1,1,7,5,1,1,2,0,0,2,http://www.khl.ru/game/309/45928/protocol/
29,29.08.2015,Йокерит,ЦСКА,0:0 2:0 1:0,"Главные судьи: Алексей Анисимов, Константин Оленин","Линейные судьи: Глеб Лазарев, Александр Нестеров",Тренер: Эркка Вестерлунд,Тренер: Дмитрий Квартальнов,17.0,18.0,9.0,26.0,12.0,25.0,7,9,6,14,8,13,0.0,0.0,2,1,2,0,2,1,7,7,4,7,4,9,14.0,8.0,11.0,10.0,14.0,11.0,7,5,2,0,5,7,0,2,1,0,0,1,http://www.khl.ru/game/309/45929/protocol/
27,28.08.2015,Слован,Амур,0:0 0:0 0:1,"Главные судьи: Владимир Букин, Андрей Рогачёв","Линейные судьи: Алексей Майтак, Евгений Пронских",Тренер: Милош Ржига,Тренер: Сергей Шепелев,28.0,7.0,16.0,10.0,15.0,15.0,22,3,12,4,5,7,0.0,0.0,2,6,6,3,5,3,5,3,3,3,3,1,12.0,7.0,11.0,9.0,10.0,8.0,5,3,1,0,3,5,0,1,0,0,0,0,http://www.khl.ru/game/309/45925/protocol/
30,29.08.2015,Локомотив,Ак Барс,0:0 1:1 2:0,"Главные судьи: Вячеслав Буланов, Михаил Бутурлин","Линейные судьи: Андрей Матюша, Иван Сазонов",Тренер: Алексей Кудашов,Тренер: Зинэтула Билялетдинов,20.0,12.0,10.0,24.0,23.0,18.0,11,10,5,15,15,6,0.0,0.0,1,5,7,4,6,6,6,8,7,10,2,6,8.0,6.0,8.0,12.0,11.0,8.0,3,6,1,0,6,3,0,1,2,1,1,2,http://www.khl.ru/game/309/45930/protocol/
28,28.08.2015,Медвешчак,Адмирал,1:0 1:1 1:0,"Главные судьи: Владислав Киселёв, Яков Деев","Линейные судьи: Константин Горденко, Виктор Томилов",Тренер: Горди Дуайер,Тренер: Александр Андриевский,27.0,14.0,21.0,12.0,13.0,23.0,14,7,14,6,9,12,0.0,0.0,1,5,3,4,3,3,6,5,4,8,2,4,13.0,8.0,17.0,10.0,11.0,11.0,4,5,1,0,5,4,0,1,3,0,0,3,http://www.khl.ru/game/309/45927/protocol/
25,28.08.2015,Витязь,Сибирь,0:5 1:0 0:0,"Главные судьи: Евгений Гамалей, Александр Сергеев","Линейные судьи: Пётр Алёшин, Юрий Иванов",Тренер: Олег Ореховский,Тренер: Андрей Скабелка,14.0,27.0,25.0,20.0,14.0,16.0,6,17,13,12,7,5,0.0,0.0,3,4,4,7,3,1,7,3,6,1,2,1,11.0,11.0,12.0,7.0,10.0,9.0,6,2,1,0,2,6,0,1,4,1,1,4,http://www.khl.ru/game/309/45924/protocol/
24,28.08.2015,Нефтехимик,Автомобилист,1:0 0:2 0:0,"Главные судьи: Эдуард Одиньш, Рафаэль Кадыров","Линейные судьи: Дмитрий Парфёнов, Роман Шиханов",Тренер: Владимир Крикунов,Тренер: Андрей Разин,22.0,19.0,12.0,22.0,23.0,10.0,8,11,2,15,6,3,0.0,0.0,3,7,5,7,3,10,12,7,8,1,5,1,14.0,6.0,17.0,8.0,7.0,7.0,1,2,0,0,2,1,0,0,2,1,1,2,http://www.khl.ru/game/309/45923/protocol/
18,27.08.2015,Локомотив,Лада,1:0 1:0 0:0,"Главные судьи: Денис Бондарь, Ильдар Сафиуллов","Линейные судьи: Пётр Алёшин, Юрий Иванов",Тренер: Алексей Кудашов,Тренер: Сергей Светлов,21.0,8.0,29.0,5.0,18.0,12.0,12,8,15,2,7,6,0.0,0.0,0,4,2,9,3,3,9,6,4,8,8,6,8.0,8.0,12.0,6.0,7.0,5.0,2,2,0,0,2,2,0,0,2,0,0,2,http://www.khl.ru/game/309/45918/protocol/
23,28.08.2015,Трактор,Югра,0:2 3:1 0:2,"Главные судьи: Антон Лаврентьев, Роман Щенёв","Линейные судьи: Дмитрий Головлёв, Сергей Мисюрь",Тренер: Андрей Николишин,Тренер: Павел Езовских,16.0,14.0,32.0,8.0,14.0,18.0,7,10,21,3,10,12,0.0,0.0,3,6,1,9,1,1,1,3,4,3,5,2,9.0,8.0,13.0,14.0,7.0,6.0,3,3,1,1,3,3,1,1,4,2,2,4,http://www.khl.ru/game/309/45922/protocol/
32,29.08.2015,Спартак,Лада,0:1 1:1 0:1,"Главные судьи: Сергей Беляев, Юрий Цыплаков","Линейные судьи: Иван Дедюля, Дмитрий Голяк",Тренер: Герман Титов,Тренер: Сергей Светлов,28.0,12.0,28.0,17.0,29.0,12.0,13,10,14,13,18,5,0.0,0.0,1,2,1,5,1,6,8,9,8,5,1,6,17.0,7.0,13.0,6.0,9.0,13.0,4,6,0,0,6,4,0,0,3,1,1,3,http://www.khl.ru/game/309/45931/protocol/
21,27.08.2015,ЦСКА,Спартак,2:1 2:0 1:1,"Главные судьи: Алексей Анисимов, Роман Гофман","Линейные судьи: Александр Захаренков, Александр Садовников",Тренер: Дмитрий Квартальнов,Тренер: Герман Титов,21.0,11.0,16.0,12.0,27.0,11.0,12,5,10,5,13,7,0.0,0.0,3,2,3,3,3,3,4,5,5,3,5,5,6.0,8.0,9.0,10.0,11.0,11.0,8,3,3,1,3,8,1,3,2,1,1,2,http://www.khl.ru/game/309/45919/protocol/
20,27.08.2015,ХК Сочи,Ак Барс,0:0 0:1 0:0,"Главные судьи: Павел Комаров, Сергей Беляев","Линейные судьи: Алексей Михель, Евгений Стрельцов",Тренер: Вячеслав Буцаев,Тренер: Зинэтула Билялетдинов,25.0,7.0,22.0,9.0,20.0,12.0,12,5,12,6,9,8,0.0,0.0,2,7,1,8,1,6,9,5,3,6,4,7,11.0,13.0,7.0,10.0,6.0,10.0,3,7,0,0,7,3,0,0,1,0,0,1,http://www.khl.ru/game/309/45917/protocol/
22,27.08.2015,Динамо Р,Северсталь,1:1 0:0 1:1 0:1,"Главные судьи: Сергей Кулаков, Юрий Оскирко","Линейные судьи: Степан Коршак, Александр Чернышёв",Тренер: Кари Хейккиля,Тренер: Вацлав Сикора,20.0,17.0,15.0,18.0,17.0,12.0,9,10,10,9,10,5,1,4,5,3,6,1,0,1,3,3,7,4,2,2,6.0,6.0,8.0,7.0,11.0,5.0,3,3,1,0,3,3,0,1,2,1,1,2,http://www.khl.ru/game/309/45921/protocol/
19,27.08.2015,СКА,Динамо Мн,1:0 0:1 1:0,"Главные судьи: Сергей Гусев, Александр Сергеев","Линейные судьи: Глеб Лазарев, Александр Сысуев",Тренер: Андрей Назаров,Тренер: Любомир Покович,26.0,18.0,14.0,31.0,24.0,10.0,16,7,10,17,14,4,0.0,0.0,7,5,6,5,3,2,10,4,6,4,3,2,10.0,10.0,8.0,14.0,12.0,10.0,5,2,1,0,2,5,0,1,1,1,1,1,http://www.khl.ru/game/309/45920/protocol/
836,18.02.2016,Йокерит,Спартак,0:2 1:1 1:1,"Главные судьи: Алексей Анисимов, Андрис Ансонс","Линейные судьи: Глеб Лазарев, Александр Сысуев",Тренер: Эркка Вестерлунд,Тренер: Герман Титов,15,17,15,12,16,20,8,10,9,5,9,9,0.0,0.0,3,2,5,2,2,1,5,9,2,1,2,1,11,11,12,5,8,10,4,2,1,0,2,4,0,1,4,1,1,4,http://www.khl.ru/game/309/46737/protocol/
834,18.02.2016,Ак Барс,Лада,2:0 0:1 1:0,"Главные судьи: Сергей Беляев, Михаил Бутурлин","Линейные судьи: Пётр Алёшин, Юрий Иванов",Тренер: Зинэтула Билялетдинов,Тренер: Артис Аболс,19.0,12.0,19.0,10.0,19.0,15.0,9,2,10,7,11,8,0.0,0.0,7,4,3,4,3,2,8,7,5,3,2,4,7.0,9.0,10.0,9.0,8.0,7.0,3,1,2,0,1,3,0,2,1,1,1,1,http://www.khl.ru/game/309/46733/protocol/
840,18.02.2016,Динамо Р,СКА,2:0 1:1 1:1,"Главные судьи: Александр Соин, Виктор Гашилов","Линейные судьи: Дмитрий Головлёв, Дмитрий Голяк",Тренер: Нормундс Сейейс,Тренер: Сергей Зубов,17.0,20.0,18.0,34.0,5.0,33.0,9,11,6,19,5,15,0.0,0.0,3,3,8,8,7,0,5,6,7,9,6,4,12.0,11.0,18.0,9.0,9.0,13.0,2,5,2,1,5,2,1,2,1,1,1,1,http://www.khl.ru/game/309/46739/protocol/
356,27.10.2015,Йокерит,Автомобилист,1:1 1:0 2:0,"Главные судьи: Юрий Цыплаков, Сергей Кулаков","Линейные судьи: Юрий Иванов, Пётр Алёшин",Тренер: Эркка Вестерлунд,Тренер: Андрей Разин,18.0,21.0,15.0,11.0,20.0,14.0,11,11,7,4,7,5,0.0,0.0,4,3,2,3,3,5,3,2,3,5,6,4,12.0,8.0,8.0,4.0,11.0,2.0,3,6,1,0,6,3,0,1,3,1,1,3,http://www.khl.ru/game/309/46255/protocol/
835,18.02.2016,Динамо Мн,Торпедо,0:1 1:0 1:1 0:0 1:0,"Главные судьи: Антти Боман, Алексей Раводин","Линейные судьи: Эдуард Метальников, Александр Сироткин",Тренер: Андрей Ковалёв,Тренер: Петерис Скудра,21.0,17.0,15.0,16.0,20.0,6.0,14,11,7,4,10,3,3,3,2,1,3,3,2,1,2,1,1,4,4,1,14.0,9.0,9.0,8.0,8.0,6.0,3,5,1,1,5,3,1,1,1,1,1,1,http://www.khl.ru/game/309/46734/protocol/
838,18.02.2016,ХК Сочи,Медвешчак,0:1 4:1 2:2,"Главные судьи: Алексей Васильев, Денис Наумов","Линейные судьи: Яков Палей, Александр Отмахов",Тренер: Вячеслав Буцаев,Тренер: Горди Дуайер,18.0,21.0,32.0,21.0,23.0,16.0,12,15,21,13,9,9,0.0,0.0,2,1,4,5,1,6,1,8,5,1,4,3,9.0,11.0,12.0,10.0,7.0,11.0,3,5,1,1,5,3,1,1,4,3,3,4,http://www.khl.ru/game/309/46738/protocol/
837,18.02.2016,Локомотив,Слован,1:0 2:1 2:0,"Главные судьи: Вячеслав Буланов, Рафаэль Кадыров","Линейные судьи: Иван Назаров, Иван Сазонов",Тренер: Алексей Кудашов,Тренер: Милош Ржига,18.0,12.0,15.0,22.0,16.0,17.0,10,6,10,12,10,12,0.0,0.0,2,5,5,2,1,0,3,2,8,5,5,6,12.0,9.0,8.0,6.0,15.0,9.0,4,4,1,0,4,4,0,1,4,0,0,4,http://www.khl.ru/game/309/46735/protocol/
839,18.02.2016,ЦСКА,Динамо Мск,1:1 0:1 0:1,"Главные судьи: Роман Гофман, Антонин Йерабек","Линейные судьи: Дмитрий Сивов, Сергей Шелянин",Тренер: Дмитрий Квартальнов,Тренер: Сергей Орешкин,15.0,17.0,27.0,13.0,25.0,20.0,9,11,13,5,12,15,0.0,0.0,4,1,5,5,2,8,4,3,16,5,4,4,9.0,9.0,6.0,14.0,13.0,8.0,6,4,2,0,4,6,0,2,1,1,1,1,http://www.khl.ru/game/309/46736/protocol/
826,16.02.2016,Динамо Р,Динамо Мск,0:0 1:0 0:0,"Главные судьи: Виктор Гашилов, Антти Боман","Линейные судьи: Дмитрий Головлёв, Дмитрий Голяк",Тренер: Нормундс Сейейс,Тренер: Сергей Орешкин,16.0,22.0,13.0,18.0,18.0,11.0,7,11,3,10,7,4,0.0,0.0,6,4,3,4,3,1,8,3,8,4,3,2,4.0,5.0,10.0,11.0,11.0,7.0,2,1,0,0,1,2,0,0,1,0,0,1,http://www.khl.ru/game/309/46725/protocol/
829,18.02.2016,Автомобилист,Металлург Мг,2:0 0:0 0:2 0:0 0:1,"Главные судьи: Анатолий Захаров, Константин Оленин","Линейные судьи: Алексей Михель, Евгений Стрельцов",Тренер: Андрей Разин,Тренер: Илья Воробьёв,15.0,12.0,10.0,23.0,9.0,19.0,8,5,6,12,3,9,3,2,3,2,5,1,3,2,2,8,2,6,0,5,4.0,12.0,6.0,10.0,10.0,11.0,3,5,1,0,5,3,0,1,1,2,2,1,http://www.khl.ru/game/309/46727/protocol/
828,18.02.2016,Авангард,Барыс,2:1 0:1 0:0 0:0 0:1,"Главные судьи: Александр Сергеев, Роман Щенёв","Линейные судьи: Константин Горденко, Виктор Томилов",Тренер: Евгений Корноухов,Тренер: Андрей Назаров,22.0,24.0,14.0,23.0,22.0,20.0,7,15,7,7,12,10,3,3,5,5,6,4,5,2,4,6,1,0,5,0,8.0,14.0,16.0,6.0,15.0,8.0,2,4,1,1,4,2,1,1,1,1,1,1,http://www.khl.ru/game/309/46729/protocol/
830,18.02.2016,Сибирь,Металлург Нк,1:0 0:0 2:0,"Главные судьи: Сергей Гусев, Артур Кулёв","Линейные судьи: Андрей Матюша, Сергей Мисюрь",Тренер: Андрей Скабелка,Тренер: Николай Соловьёв,24.0,20.0,8.0,28.0,21.0,9.0,14,11,6,11,7,5,0.0,0.0,5,2,7,2,1,7,4,6,5,2,1,5,12.0,7.0,10.0,8.0,12.0,9.0,8,9,1,0,9,8,0,1,2,0,0,2,http://www.khl.ru/game/309/46728/protocol/
833,18.02.2016,Северсталь,Витязь,0:0 2:2 0:2,"Главные судьи: Сергей Кулаков, Максим Сидоренко","Линейные судьи: Степан Коршак, Александр Чернышёв",Тренер: Дмитрий Юшкевич,Тренер: Равиль Якубов,13.0,8.0,25.0,14.0,27.0,8.0,5,4,17,7,18,6,0.0,0.0,3,1,3,3,1,5,2,3,2,4,3,2,10.0,9.0,13.0,8.0,12.0,8.0,3,1,1,0,1,3,0,1,3,1,1,3,http://www.khl.ru/game/309/46731/protocol/
831,18.02.2016,Югра,Трактор,0:1 2:2 2:4,"Главные судьи: Владислав Киселёв, Павел Комаров","Линейные судьи: Александр Нестеров, Дмитрий Парфёнов",Тренер: Павел Езовских,Тренер: Анвар Гатиятулин,24.0,13.0,19.0,21.0,29.0,8.0,15,9,9,14,16,6,0.0,0.0,1,3,3,3,1,5,3,3,3,1,2,4,9.0,10.0,12.0,5.0,17.0,7.0,1,5,1,0,5,1,0,1,6,4,4,6,http://www.khl.ru/game/309/46730/protocol/
832,18.02.2016,Нефтехимик,Салават Юлаев,2:2 0:0 0:2,"Главные судьи: Денис Бондарь, Юрий Цыплаков","Линейные судьи: Никита Новиков, Александр Садовников",Тренер: Евгений Попихин,Тренер: Игорь Захаркин,14.0,21.0,19.0,22.0,33.0,14.0,11,10,12,14,18,10,0.0,0.0,5,3,5,4,2,3,5,4,2,6,7,1,8.0,9.0,8.0,13.0,11.0,12.0,5,8,1,1,8,5,1,1,2,1,1,2,http://www.khl.ru/game/309/46732/protocol/
827,18.02.2016,Адмирал,Амур,2:0 0:1 1:0,"Главные судьи: Владимир Букин, Евгений Гамалей","Линейные судьи: Алексей Майтак, Евгений Пронских",Тренер: Александр Андриевский,Тренер: Андрей Николишин,21.0,16.0,14.0,17.0,19.0,18.0,16,9,7,12,7,10,0.0,0.0,4,5,4,4,3,3,7,1,2,4,7,2,9.0,7.0,7.0,17.0,12.0,12.0,5,4,1,0,4,5,0,1,2,1,1,2,http://www.khl.ru/game/309/46726/protocol/
819,16.02.2016,Ак Барс,Барыс,3:0 2:2 0:0,"Главные судьи: Вячеслав Буланов, Алексей Белов","Линейные судьи: Евгений Стрельцов, Алексей Михель",Тренер: Зинэтула Билялетдинов,Тренер: Андрей Назаров,22.0,20.0,23.0,25.0,11.0,18.0,12,13,15,16,7,9,0.0,0.0,2,4,5,3,5,2,4,3,1,6,3,2,8.0,13.0,14.0,9.0,10.0,10.0,3,3,1,0,3,3,0,1,4,1,1,4,http://www.khl.ru/game/309/46724/protocol/
822,16.02.2016,Локомотив,Медвешчак,2:1 0:0 2:1,"Главные судьи: Михаил Бутурлин, Александр Сергеев","Линейные судьи: Александр Садовников, Александр Чернышёв",Тренер: Алексей Кудашов,Тренер: Горди Дуайер,12.0,11.0,22.0,14.0,17.0,20.0,8,4,13,6,8,10,0.0,0.0,5,1,4,7,7,4,7,9,3,7,3,1,6.0,7.0,7.0,11.0,12.0,9.0,6,4,0,0,4,6,0,0,4,2,2,4,http://www.khl.ru/game/309/46719/protocol/
823,16.02.2016,Торпедо,Северсталь,0:2 2:1 2:1 0:1,"Главные судьи: Яков Деев, Артур Кулёв","Линейные судьи: Пётр Алёшин, Юрий Иванов",Тренер: Петерис Скудра,Тренер: Дмитрий Юшкевич,11.0,21.0,20.0,16.0,15.0,11.0,6,15,14,10,7,5,1,2,2,0,2,3,1,2,4,2,0,3,2,0,12.0,9.0,11.0,14.0,7.0,4.0,5,4,2,1,4,5,1,2,3,3,3,3,http://www.khl.ru/game/309/46722/protocol/
821,16.02.2016,Йокерит,СКА,2:0 0:1 1:0,"Главные судьи: Андрис Ансонс, Алексей Анисимов","Линейные судьи: Александр Сысуев, Глеб Лазарев",Тренер: Эркка Вестерлунд,Тренер: Сергей Зубов,16.0,15.0,12.0,13.0,17.0,17.0,10,9,6,5,10,11,0.0,0.0,5,3,1,2,2,0,6,4,5,4,6,2,6.0,9.0,10.0,7.0,7.0,14.0,5,2,0,0,2,5,0,0,3,1,1,3,http://www.khl.ru/game/309/46721/protocol/
820,16.02.2016,Динамо Мн,Спартак,2:3 0:2 0:0,"Главные судьи: Анатолий Захаров, Рафаэль Кадыров","Линейные судьи: Иван Назаров, Иван Сазонов",Тренер: Андрей Ковалёв,Тренер: Герман Титов,11.0,19.0,21.0,14.0,19.0,8.0,7,13,14,10,10,4,0.0,0.0,1,0,1,2,1,2,3,3,2,3,3,3,10.0,14.0,7.0,13.0,8.0,5.0,0,0,0,0,0,0,0,0,5,2,2,5,http://www.khl.ru/game/309/46718/protocol/
818,16.02.2016,Лада,Нефтехимик,2:2 0:2 1:2,"Главные судьи: Юрий Оскирко, Максим Сидоренко","Линейные судьи: Сергей Шелянин, Роман Шиханов",Тренер: Артис Аболс,Тренер: Евгений Попихин,25.0,18.0,20.0,12.0,14.0,16.0,12,9,9,7,7,13,0.0,0.0,3,3,1,6,1,3,3,2,5,6,5,1,13.0,14.0,9.0,14.0,10.0,18.0,3,3,1,0,3,3,0,1,5,3,3,5,http://www.khl.ru/game/309/46717/protocol/
824,16.02.2016,ХК Сочи,Слован,0:1 4:0 1:1,"Главные судьи: Владислав Киселёв, Константин Оленин","Линейные судьи: Яков Палей, Александр Отмахов",Тренер: Вячеслав Буцаев,Тренер: Милош Ржига,26.0,15.0,12.0,26.0,18.0,20.0,16,9,9,18,9,17,0.0,0.0,1,7,3,1,2,3,2,2,7,1,2,1,10.0,9.0,16.0,8.0,13.0,13.0,5,6,2,2,6,5,2,2,2,0,0,2,http://www.khl.ru/game/309/46723/protocol/
825,16.02.2016,ЦСКА,Витязь,1:1 0:2 1:1,"Главные судьи: Алексей Раводин, Александр Соин","Линейные судьи: Торнике Кучава, Никита Новиков",Тренер: Дмитрий Квартальнов,Тренер: Равиль Якубов,20.0,15.0,19.0,11.0,34.0,3.0,6,11,9,7,18,2,0.0,0.0,2,5,2,3,0,7,7,14,12,4,4,8,11.0,10.0,16.0,10.0,9.0,9.0,3,6,1,1,6,3,1,1,3,1,1,3,http://www.khl.ru/game/309/46720/protocol/
813,16.02.2016,Амур,Адмирал,1:0 1:0 1:1,"Главные судьи: Сергей Гусев, Павел Комаров","Линейные судьи: Алексей Майтак, Евгений Пронских",Тренер: Андрей Николишин,Тренер: Александр Андриевский,4.0,33.0,19.0,23.0,24.0,17.0,4,20,12,17,13,9,0.0,0.0,6,0,4,2,5,7,11,5,6,9,5,6,9.0,12.0,15.0,14.0,11.0,12.0,5,5,2,0,5,5,0,2,1,1,1,1,http://www.khl.ru/game/309/46712/protocol/
812,08.02.2016,Слован,Динамо Р,0:0 2:0 0:2 1:0,"Главные судьи: Роман Щенёв, Владимир Букин","Линейные судьи: Дмитрий Голяк, Алексей Медведев",Тренер: Милош Ржига,Тренер: Нормундс Сейейс,20.0,19.0,26.0,6.0,8.0,16.0,13,12,15,3,4,10,7,1,3,5,2,9,3,2,4,5,1,6,3,4,8.0,12.0,12.0,8.0,13.0,11.0,5,4,1,0,4,5,0,1,2,1,1,2,http://www.khl.ru/game/309/46711/protocol/
815,16.02.2016,Автомобилист,Югра,2:0 1:0 0:0,"Главные судьи: Сергей Беляев, Алексей Васильев","Линейные судьи: Константин Горденко, Виктор Томилов",Тренер: Андрей Разин,Тренер: Павел Езовских,11.0,18.0,16.0,13.0,7.0,16.0,7,7,10,7,7,9,0.0,0.0,4,1,2,2,4,0,2,2,2,2,4,3,12.0,7.0,12.0,5.0,10.0,9.0,3,4,1,0,4,3,0,1,2,0,0,2,http://www.khl.ru/game/309/46713/protocol/
817,16.02.2016,Салават Юлаев,Металлург Нк,2:1 1:1 0:2,"Главные судьи: Евгений Гамалей, Сергей Кулаков","Линейные судьи: Дмитрий Сивов, Дмитрий Парфёнов",Тренер: Игорь Захаркин,Тренер: Николай Соловьёв,18.0,19.0,29.0,15.0,16.0,13.0,11,5,11,11,9,9,0.0,0.0,7,4,2,10,1,0,3,6,2,4,3,4,11.0,13.0,4.0,10.0,17.0,8.0,10,6,2,1,6,10,1,2,3,1,1,3,http://www.khl.ru/game/309/46716/protocol/
814,16.02.2016,Авангард,Сибирь,0:0 0:0 2:2 0:0 0:1,"Главные судьи: Антонин Йерабек, Денис Бондарь","Линейные судьи: Андрей Матюша, Сергей Мисюрь",Тренер: Евгений Корноухов,Тренер: Андрей Скабелка,16.0,7.0,15.0,28.0,12.0,19.0,11,4,8,12,7,14,2,3,1,3,4,3,2,0,9,3,4,1,3,2,18.0,8.0,9.0,9.0,8.0,15.0,4,3,0,0,3,4,0,0,2,2,2,2,http://www.khl.ru/game/309/46714/protocol/
810,05.02.2016,Динамо Р,Барыс,1:1 1:1 0:1,"Главные судьи: Роман Гофман, Денис Наумов","Линейные судьи: Александр Захаренков, Александр Садовников",Тренер: Нормундс Сейейс,Тренер: Андрей Назаров,12.0,22.0,32.0,22.0,18.0,26.0,8,12,12,14,6,12,0.0,0.0,7,3,3,10,7,2,8,2,7,4,7,2,8.0,10.0,13.0,9.0,1.0,15.0,6,3,2,0,3,6,0,2,1,1,1,1,http://www.khl.ru/game/309/46709/protocol/
816,16.02.2016,Металлург Мг,Трактор,0:1 0:0 0:0,"Главные судьи: Юрий Цыплаков, Роман Щенёв","Линейные судьи: Эдуард Метальников, Александр Сироткин",Тренер: Илья Воробьёв,Тренер: Анвар Гатиятулин,10.0,18.0,23.0,15.0,29.0,9.0,6,12,9,11,16,6,0.0,0.0,3,1,2,7,2,5,6,4,5,2,2,4,11.0,7.0,13.0,9.0,14.0,6.0,3,4,0,0,4,3,0,0,1,0,0,1,http://www.khl.ru/game/309/46715/protocol/
811,07.02.2016,Динамо Мн,Йокерит,0:0 1:1 1:1 0:0 1:0,"Главные судьи: Константин Оленин, Юрий Оскирко","Линейные судьи: Александр Захаренков, Александр Садовников",Тренер: Андрей Ковалёв,Тренер: Эркка Вестерлунд,10.0,15.0,16.0,17.0,20.0,20.0,4,8,8,10,9,14,2,3,4,3,2,4,2,4,2,3,4,4,1,3,7.0,7.0,9.0,14.0,5.0,12.0,5,7,2,2,7,5,2,2,0,0,0,0,http://www.khl.ru/game/309/46710/protocol/
807,05.02.2016,СКА,Югра,1:0 4:1 2:1,"Главные судьи: Михаил Бутурлин, Павел Комаров","Линейные судьи: Эдуард Метальников, Александр Сироткин",Тренер: Сергей Зубов,Тренер: Павел Езовских,18.0,24.0,23.0,6.0,17.0,25.0,14,8,15,4,9,15,0.0,0.0,5,3,1,3,5,1,6,7,4,4,5,8,15.0,5.0,13.0,3.0,15.0,10.0,2,3,1,0,3,2,0,1,7,1,1,7,http://www.khl.ru/game/309/46707/protocol/
805,05.02.2016,Ак Барс,Металлург Нк,1:0 2:0 0:1,"Главные судьи: Евгений Гамалей, Ильдар Сафиуллов","Линейные судьи: Степан Коршак, Александр Чернышёв",Тренер: Зинэтула Билялетдинов,Тренер: Николай Соловьёв,12.0,9.0,16.0,18.0,18.0,21.0,8,6,11,9,10,10,0.0,0.0,2,2,3,2,7,6,3,5,3,4,3,2,7.0,10.0,10.0,8.0,14.0,8.0,3,3,1,0,3,3,0,1,2,0,0,2,http://www.khl.ru/game/309/46708/protocol/
806,05.02.2016,Динамо Мск,Йокерит,2:0 2:2 1:0,"Главные судьи: Вячеслав Буланов, Алексей Раводин","Линейные судьи: Яков Палей, Роман Шиханов",Тренер: Сергей Орешкин,Тренер: Эркка Вестерлунд,16.0,14.0,15.0,32.0,9.0,25.0,9,9,11,22,4,12,0.0,0.0,3,5,6,4,8,4,9,11,4,4,7,3,7.0,14.0,9.0,20.0,4.0,12.0,3,4,2,2,4,3,2,2,3,0,0,3,http://www.khl.ru/game/309/46704/protocol/
809,05.02.2016,ХК Сочи,Авангард,1:1 0:0 0:0 0:0 1:0,"Главные судьи: Алексей Анисимов, Эдуард Одиньш","Линейные судьи: Алексей Медведев, Сергей Шелянин",Тренер: Вячеслав Буцаев,Тренер: Евгений Корноухов,9.0,16.0,16.0,23.0,14.0,16.0,6,8,8,17,9,10,2,3,3,0,3,4,3,3,8,3,5,0,5,1,10.0,7.0,12.0,6.0,9.0,11.0,6,4,0,0,4,6,0,0,1,0,0,1,http://www.khl.ru/game/309/46705/protocol/
808,05.02.2016,Спартак,Автомобилист,2:2 0:2 0:0,"Главные судьи: Алексей Белов, Юрий Цыплаков","Линейные судьи: Пётр Алёшин, Юрий Иванов",Тренер: Герман Титов,Тренер: Андрей Разин,27.0,9.0,15.0,13.0,16.0,8.0,17,7,8,10,6,5,0.0,0.0,4,2,0,3,0,3,2,2,5,0,5,3,9.0,11.0,5.0,7.0,6.0,4.0,6,5,1,0,5,6,0,1,4,1,1,4,http://www.khl.ru/game/309/46706/protocol/
